"SURGERY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"699","102","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","110","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","113","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","122","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","124","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","125","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","126","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","22","4.000","95.5",".",".",".",".",".",".",".",".",".",".",".",".",".","4.5","."
"812","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"812","081","","23","3.370","26.1","21.7","52.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","21","3.366","19.0","33.3","47.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","28","3.375","25.0","25.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Surgery","Course Total","","75","3.369","22.7","26.7","49.3",".",".",".",".",".",".",".",".",".",".",".",".","1.3"
"910","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","6","3.500","33.3","50.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surgery Clerkship-CSC","Course Total","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"921","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","010","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clerkship-Meriter","Course Total","","15","3.500","20.0","46.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"923","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"923","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"923","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","","Page 380 of 406",""
