"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"976","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cl Nephrology Clerk-CSC/VAH","Course Total","","5","***","","","","","","","","","","","","","","","",""
"981","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"981","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Pulmonary Disease Clerk-CSC","Course Total","","2","***","","","","","","","","","","","","","","","",""
"985","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"985","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"985","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"985","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"985","045","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"985","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Critical Care Medicine-CSC","Course Total","","10","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"988","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"988","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Elect Rheumtol-CSC/VAH","Course Total","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"990","169","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","192","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","210","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","","3","***","","","","","","","","","","","","","","","",""
