"TERM : 1072","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Fall 2006-2007","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","",""
"NEUROLOGY","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","",""
"Individualized 4th Yr Clerk","919
010
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"NEUROL
676","1
Dept. Total","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"676
NEUROL","","","","","","","","","","","","","","","",""
"Prof Yr 4","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Professionals","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"February 17, 2011","","","","","","","","","","","","","","","","Page 352 of 406"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
