"TERM : 1072","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","Dept. Total","167","3.525","26.3","9.6","12.0","1.8","3.6","",".","",".","46.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","9","3.263","44.4","22.2","11.1",".","22.2","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","45","3.428","44.4","11.1","26.7","4.4","8.9","",".","",".","4.4","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","55","3.411","45.5","12.7","23.6","3.6","10.9","",".","",".","3.6","",".",".","",".","",".","",".",".",".","."
"Graduate","","110","3.655","17.3","8.2","6.4","0.9",".","",".","",".","67.3","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","2","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Professionals","","2","",".",".",".",".",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","167","3.525","26.3","9.6","12.0","1.8","3.6","",".","",".","46.7","",".",".","",".","",".","",".",".",".","."
