"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"954
Dermatology Clerk-Marshfld","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","046","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-Milw","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"957","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clrk-Meriter","Course Total","6","3.833","66.7","33.3",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"960","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","043","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","044","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","046","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Emergency Med Clerkshp-CSC","Course Total","11","3.682","36.4","63.6",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"961
Endocrin/Diabetes Clrk-Milw","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","002","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","008","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship-CSC","Course Total","7","3.786","57.1","42.9",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"965","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","011","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerk-CSC","Course Total","6","3.938","83.3","16.7",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"969","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"969","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Transfusion Med Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"971","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","043","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Infect Disease Clerkshp-CSC","Course Total","7","3.714","57.1","28.6","14.3",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"972
Infect Disease Clerkshp-VAH","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"976","041","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"976","042","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
