"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MEDICAL GENETICS","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"616
MD GENET","","","","","","","","","","","","","","","","","","","",""
"Human Genetics","565","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","677","003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","677","004","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","677","011","16","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Topics in Genetics","","Course Total","24","3.816","66.7","16.7","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","699","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","071","31","3.933","93.5",".","3.2","3.2",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Reading","","Course Total","32","3.934","93.8",".","3.1","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"Practicum-Genetic Counselng","713","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Genetics","731","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemp Pro Iss-Gen Cnslng","737","001","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lit Search Strategies&Analysis","739","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Biochm Genetics for Counselors","744","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Adv Pract-Genetic Counselng","813","005","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","990","048","5","***","","","","","","","","","",".",".",".",".",".",".","."
"MD GENET
616","","Dept. Total","93","3.789","66.7","18.3","5.4","1.1","2.2","1.1",".","5.4",".",".",".",".",".",".",".","."
