"TERM : 1072","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL PHYSICS","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","",""
"MED PHYS
621","Dept. Total","274","3.535","36.5","21.5","16.1","0.7","2.2","",".","",".","15.0","",".",".","",".","7.3","0.4",".","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","31","3.132","19.4","22.6","38.7","3.2","16.1","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","31","3.132","19.4","22.6","38.7","3.2","16.1","",".","",".",".","",".",".","",".",".",".",".",".","."
"Special","","2","3.500",".","50.0",".",".",".","",".","",".","50.0","",".",".","",".",".",".",".",".","."
"Graduate","","241","3.619","39.0","21.2","13.3","0.4","0.4","",".","",".","16.6","",".",".","",".","8.3","0.4",".","0.4","."
"","Dept. Total","274","3.535","36.5","21.5","16.1","0.7","2.2","",".","",".","15.0","",".",".","",".","7.3","0.4",".","0.4","."
