"OPHTHALMOLOGY AND VISUAL  Section","","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","001","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","290","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","292","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","294","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","7","3.969","85.7","14.3","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"910","042","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"910","081","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"919","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Section Total","2","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"919","032","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","041","4","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","8","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"OPHTHALM
702","Dept. Total","18","3.992","94.4","5.6","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Sophomore","","1","3.500",".","100.0","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Junior","","1","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Senior","","4","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Undergraduates","","7","3.969","85.7","14.3","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Prof Yr 4","","11","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"Professionals","","11","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"","Dept. Total","18","3.992","94.4","5.6","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
