"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","",""
"Cardiovasc&Pulmonry Treatmt","523
001","40","3.438","20.0","47.5","32.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundatns-Phy Ther Practice","527
001","40","3.750","55.0","40.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","538
001","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","538
002","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues I","Course Total","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","540
001","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","540
002","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Smr-Professional Issues III","Course Total","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Chldrn-Motor Cont Dysfunctn","635
001","37","3.378","5.4","64.9","29.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","40","3.800","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Issues-Rehabilitatn","641
001","19","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Research Practicum","642
001","23","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship II","651
001","36","",".",".",".",".",".",".",".",".",".","97.2","2.8",".",".",".",".","."
"Clinical Internship III","652
001","36","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clin Path: Implications for PT","665
001","37","3.459","10.8","70.3","18.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskel Assesmnt&Trtmnt I","676
001","37","3.311","2.7","56.8","40.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"PHY THER
745","Dept. Total","422","3.496","14.5","28.9","11.4",".",".",".",".",".",".","45.0","0.2",".",".",".",".","."
