"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","",""
"","699
037","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
050","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
067","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
068","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
070","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","21","3.870","90.5","4.8",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"Human Behavior & Environmnt","711
001","45","3.467","17.8","57.8","24.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
001","27","3.870","85.2","3.7","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
002","27","3.741","70.4","7.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology in Soc Wrk","Course Total","54","3.806","77.8","5.6","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Methods-Planning Analysis","721
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","741
001","21","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
002","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interventn-Chldrn, Youth, Fam","Course Total","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assess&Treat Chld&Adolescnt","742
001","23","3.609","34.8","52.2","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrdis Care-Chld/Chron Illnss","746
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
001","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
800","12","3.877","83.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
004","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
005","14","3.922","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
006","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
008","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
010","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
011","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
012","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
013","14","3.893","78.6","21.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
014","14","3.962","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
015","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Prac/Integrat Smr III","Course Total","105","3.942","89.5","9.5","1.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","801
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","801
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Field Pract/Integrat Smr IV","Course Total","3","***","","","","","","","","","","","","","","","",""
"","861
001","21","3.857","85.7","9.5",".",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"","861
002","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Developmnts-Soc Work","Course Total","40","3.875","82.5","15.0",".",".","2.5",".",".",".",".",".",".",".",".",".",".","."
"Recent Developmnts-Soc Work","865
001","11","3.591","36.4","54.5",".","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"","867
001","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","867
002","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Recent Developmnts-Soc Work","Course Total","34","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Adv Prac-Hlth, Aging, Disablty","001
874","24","3.771","75.0","12.5","8.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"Hlth, Aging, Disably Pol&Serv","875
001","25","3.940","88.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Chld, Youth, Fam Pol&Services","920
001","27","3.500","33.3","33.3","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"February 17, 2011","","","","","","","","","","","","","","","","","","Page 299 of 406",""
