"TERM : 1072","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2006-2007","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EGR","","","","","","","","","","","","","","","","","","","","","",""
"BIOMEDICAL ENGINEERING","Section","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","",""
"B M E
207","Dept. Total","410","3.630","40.5","26.6","10.5","2.0","1.0","",".","0.2","12.0","0.2","5.6","",".","1.0","",".",".","0.5","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"207
B M E","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","20","3.667","30.0","60.0","10.0",".",".","",".",".",".",".",".","",".",".","",".",".",".","."
"Junior","","76","3.599","39.5","40.8","11.8","5.3",".","",".",".",".",".","2.6","",".",".","",".",".",".","."
"Senior","","169","3.638","47.3","25.4","13.0","0.6","1.2","",".","0.6",".",".","11.8","",".",".","",".",".",".","."
"Undergraduates","","265","3.630","43.8","32.5","12.5","1.9","0.8","",".","0.4",".",".","8.3","",".",".","",".",".",".","."
"Special","","4","2.667",".","25.0",".","25.0","25.0","",".",".",".",".","25.0","",".",".","",".",".",".","."
"Graduate","","161","3.667","31.1","13.0","6.2","1.2","0.6","",".",".","29.8","0.6","13.7","",".","2.5","",".",".","1.2","."
"Prof Yr 3","","2","3.500",".","50.0",".",".",".","",".",".","50.0",".",".","",".",".","",".",".",".","."
"Professionals","","2","3.500",".","50.0",".",".",".","",".",".","50.0",".",".","",".",".","",".",".",".","."
"","Dept. Total","432","3.630","38.4","25.2","10.0","1.9","0.9","",".","0.2","11.3","0.2","10.4","",".","0.9","",".",".","0.5","."
