"SURGERY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"699","102","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","113","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","115","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","116","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","126","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","139","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","140","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","141","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","142","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","143","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","28","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","081","","25","3.438","24.0","36.0","36.0",".",".",".",".",".",".",".",".",".",".",".",".","4.0"
"812","082","","25","3.580","28.0","60.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","083","","25","3.580","48.0","24.0","24.0","4.0",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Surgery","Course Total","","75","3.534","33.3","40.0","24.0","1.3",".",".",".",".",".",".",".",".",".",".",".","1.3"
"910","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","5","***","","","","","","","","","","","","","","","",""
"919","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","4","***","","","","","","","","","","","","","","","",""
"920
Gen Surgery Clerkship-CSC","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clerkship-Meriter","Course Total","","12","3.923","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"923","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"923","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"923","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"923","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clrkshp-St Mary's","Course Total","","7","3.500","28.6","42.9","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"924","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"924","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 378 of 405",""
