"TERM : 1094","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2008-2009","","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","Section","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY
700","Dept. Total","150","3.904","32.0","2.0","1.3","",".","",".","",".","",".","64.7","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"700
ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","9","3.947","88.9","11.1",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","8","3.692","75.0",".","25.0","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","17","3.844","82.4","5.9","11.8","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","2","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","131","3.949","24.4","1.5",".","",".","",".","",".","",".","74.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","150","3.904","32.0","2.0","1.3","",".","",".","",".","",".","64.7","",".",".","",".","",".","",".",".",".","."
