"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","091","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","169","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","171","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","174","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","177","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","180","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","183","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","184","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","187","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","189","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","190","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","193","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","195","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","198","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","206","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","207","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","214","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","217","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","218","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","222","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","224","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","225","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","226","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","45","3.987","93.3","2.2",".",".",".",".",".","4.4",".",".",".",".",".",".",".","."
"812","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"812","081","","26","3.327","19.2","26.9","53.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","26","3.360","19.2","30.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".","3.8"
"812","083","","22","3.318","13.6","36.4","50.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prin Int Med-Basic Clrkship","Course Total","","77","3.332","16.9","31.2","50.6",".",".",".",".",".",".",".",".",".",".",".",".","1.3"
"901
MSTP Intro-Clinical Medicine","036","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"910","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","3","***","","","","","","","","","","","","","","","",""
"914","001","","10","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","002","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"914","003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"914","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"914","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Therapeutics I-Chronic Disease","Course Total","","27","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","005","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","006","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"915","007","","7","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 346 of 405",""
