"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"International Transactions","828
001","45","1.778","13.3","8.9","26.7",".","6.7",".",".",".",".",".",".",".",".",".",".","."
"Regulated Industries","837
001","12","1.455","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","8.3","."
"Real Estate Transactions II","838
001","13","1.667","15.4",".","30.8",".",".",".",".","7.7",".",".",".",".",".",".",".","."
"Taxation II","840
001","15","1.000","13.3",".","13.3",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Taxation of Trusts&Estates","844
001","9","0.778","11.1",".","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Environmental Law","848
001","16","1.906","18.8","6.3","31.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Pre-Trial Advocacy","849
001","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","850
001","30","1.769","20.0",".","23.3",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"","850
002","30","1.344","16.7",".","13.3",".","3.3","3.3",".","6.7",".",".",".",".",".",".",".","."
"","850
003","23","0.714","8.7",".","8.7",".",".","4.3",".","8.7",".",".",".",".",".",".",".","."
"","850
004","14","0.929","7.1",".","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Professnl Responsibilities","Course Total","97","1.235","14.4",".","16.5",".","4.1","2.1",".","4.1",".",".",".",".",".",".",".","."
"","852
001","16","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
002","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
003","15","",".",".",".",".",".",".",".","86.7",".",".",".",".",".",".",".","13.3"
"","852
004","14","",".",".",".",".",".",".",".","92.9",".",".",".",".",".",".",".","7.1"
"","852
005","22","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
006","14","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","852
007","9","",".",".",".",".",".",".",".","77.8",".",".",".",".",".",".","11.1","11.1"
"","852
008","11","",".",".",".",".",".",".",".","72.7",".",".",".",".",".",".",".","27.3"
"Trial Advocacy","Course Total","115","",".",".",".",".",".",".",".","93.0",".",".",".",".",".",".","0.9","6.1"
"","854
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
003","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
004","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
005","17","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
006","9","",".",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","22.2"
"","854
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
008","14","",".",".",".",".",".",".",".","78.6",".",".",".",".",".",".",".","21.4"
"","854
009","40","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","854
010","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
011","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
012","7","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","854
014","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
015","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","854
016","8","",".",".",".",".",".",".",".","75.0",".",".",".",".",".",".",".","25.0"
"","854
017","14","",".",".",".",".",".",".",".","71.4",".",".",".",".",".",".",".","28.6"
"Clinical Program","Course Total","145","",".",".",".",".",".",".",".","88.3",".",".",".",".",".",".",".","11.7"
"Collctv Bargang-Arbtrn Proc","858
001","9","1.111","11.1",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Advanced Criminal Procedure","860
001","18","",".",".",".",".",".",".",".","72.2",".",".",".",".",".",".",".","27.8"
"Institutionalized Persons","862
001","33","",".",".",".",".",".",".",".","78.8",".",".",".",".","3.0",".",".","18.2"
"Taxation III","867
001","7","2.700","28.6",".","14.3","14.3",".",".",".","28.6",".",".",".",".",".",".",".","."
"International Tax","870
001","29","2.704","34.5","20.7","13.8",".",".",".",".","6.9",".",".",".",".",".",".",".","."
"Legal Iss: N Amer & E Asia","872
001","15","3.067","26.7","40.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","Page 327 of 405",""
