"EDU","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THERAPEUTIC SCI (DEPT-KINES Section","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"100
001
Orientation to Occ Ther","","35","3.914","88.6","5.7","5.7",".","","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"105
001
Health Care: Intrdis Appr","","7","3.929","85.7","14.3",".",".","","",".",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"699
032
Directed Study","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"775
001","","22","3.857","72.7","18.2","4.5",".","","",".",".","",".","",".",".","",".",".","",".","",".","",".","4.5","."
"775
002","","13","3.455","30.8","15.4","38.5",".","","",".",".","",".","","7.7",".","",".",".","",".","",".","",".","7.7","."
"Course Total
Special Topics","","35","3.719","57.1","17.1","17.1","",".","",".","",".","",".","2.9","",".",".","",".","",".","",".",".","5.7","."
"799
024
Directed Study","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"THER SCI
Dept. Total
939","","79","3.837","73.4","12.7","10.1","",".","",".","",".","",".","1.3","",".",".","",".","",".","",".",".","2.5","."
"Summary by Level","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"939
THER SCI","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","5","3.700","60.0","20.0","20.0","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","11","3.917","90.9",".","9.1","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","10","3.909","80.0","20.0",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","24","3.741","58.3","25.0","16.7","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","50","3.807","70.0","18.0","12.0","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","5","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","24","3.881","75.0","4.2","8.3","",".","",".","",".","",".","4.2","",".",".","",".","",".","",".",".","8.3","."
"Dept. Total","","79","3.837","73.4","12.7","10.1","",".","",".","",".","",".","1.3","",".",".","",".","",".","",".",".","2.5","."
