"","927
002","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","927
004","","6","4.000","100.0",".","",".",".","","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","927
015","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clrkshp:Rural & Community Hlth","Course Total","","8","3.938","87.5","12.5","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"FAM MED
370","Dept. Total","","33","3.976","51.5","3.0","",".","",".","",".","",".","",".","",".","",".","45.5","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","2","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","2","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","4","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","","1","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","1","",".",".","",".","",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Prof Yr 1","","","8","",".",".","",".","",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Prof Yr 2","","","4","",".",".","",".","",".","",".","",".","",".","",".","",".","100.0","",".","",".","",".",".",".","."
"Prof Yr 3","","","10","4.000","80.0",".","",".","",".","",".","",".","",".","",".","",".","20.0","",".","",".","",".",".",".","."
"Prof Yr 4","","","5","3.929","80.0","20.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","27","3.967","44.4","3.7","",".","",".","",".","",".","",".","",".","",".","51.9","",".","",".","",".",".",".","."
"","Dept. Total","","33","3.976","51.5","3.0","",".","",".","",".","",".","",".","",".","",".","45.5","",".","",".","",".",".",".","."
