"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Principles-Pro Practice&Adm","512
001","","37","3.946","89.2","10.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations of PT Intervention","534
001","","39","3.782","56.4","43.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","540
002","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychosoc Aspects of Hlth Care","Course Total","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","542
001","","20","3.950","90.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","542
002","","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Med Ethics,Jurisprudence,Regs","Course Total","","38","3.961","92.1","7.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cl Decision Mkng:Neuromus Mech","628
001","","39","3.590","28.2","61.5","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction II","636
001","","37","3.568","27.0","59.5","13.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Scientific Inquiry-Phy Ther","640
001","","39","3.859","71.8","28.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Research Practicum","642
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Current Iss in Rehab Rsch II","643
001","","37","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine II","665
001","","39","3.538","23.1","61.5","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction II","677
001","","37","3.486","13.5","70.3","16.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Internship I","700
001","","39","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","799
003","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","4","***","","","","","","","","","","","","","","","",""
"PHY THER
745","Dept. Total","","439","3.673","43.7","29.8","4.8",".",".",".",".",".",".","21.6",".",".",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Junior","","","1","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Senior","","","3","3.500",".","33.3",".",".",".",".",".",".",".","66.7",".",".",".",".",".","."
"Undergraduates","","","5","3.500",".","20.0",".",".",".",".",".",".",".","80.0",".",".",".",".",".","."
"Prof Yr 1","","","234","3.692","46.6","32.5","4.3",".",".",".",".",".",".","16.7",".",".",".",".",".","."
"Prof Yr 2","","","200","3.649","41.5","27.0","5.5",".",".",".",".",".",".","26.0",".",".",".",".",".","."
"Professionals","","","434","3.673","44.2","30.0","4.8",".",".",".",".",".",".","21.0",".",".",".",".",".","."
"","Dept. Total","","439","3.673","43.7","29.8","4.8",".",".",".",".",".",".","21.6",".",".",".",".",".","."
