"TERM : 1094","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2008-2009","","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","236","3.636","52.5","29.2","11.0","0.4","",".","",".","",".","5.9","",".",".","",".","",".","",".",".",".","0.8"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","2","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","12","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","13","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","27","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","1","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","80","3.548","37.5","37.5","22.5","1.3","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","1.3"
"Prof Yr 4","","128","3.742","51.6","30.5","6.3",".","",".","",".","",".","10.9","",".",".","",".","",".","",".",".",".","0.8"
"Professionals","","208","3.610","46.2","33.2","12.5","0.5","",".","",".","",".","6.7","",".",".","",".","",".","",".",".",".","1.0"
"","Dept. Total","236","3.636","52.5","29.2","11.0","0.4","",".","",".","",".","5.9","",".",".","",".","",".","",".",".",".","0.8"
