"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"613","060","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Clin Precptrshp-Nurse Prac I","Course Total","","27","3.978","92.6","3.7",".",".",".",".",".",".",".",".",".",".","3.7",".",".","."
"614","040","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"614","041","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"614","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac II","Course Total","","14","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","010","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"615","020","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"615","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"615","030","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"615","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"615","060","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac III","Course Total","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"616","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"616","021","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"616","060","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Clin Precptrshp-Nurse Prac IV","Course Total","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"682","018","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","078","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"682","080","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"682","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","16","3.958","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","014","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","3","***","","","","","","","","","","","","","","","",""
"699","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","080","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"700
Nursing Research I","001","","21","3.786","71.4","19.0","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"701","001","","29","3.793","69.0","20.7","10.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"701","002","","16","3.969","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interpretv Rsch-Health Care","Course Total","","45","3.856","77.8","15.6","6.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"702","001","","23","3.913","91.3","4.3",".","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"November 30, 2010","","","","","","","","","","","","","","","","","","","Page 385 of 405",""
