"TERM : 1094","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2008-2009","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACOLOGY","Section","#","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHMCOL-M
724","Dept. Total","115","3.755","63.5","2.6","10.4","",".","0.9","",".","",".","16.5","",".",".","",".","6.1","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"724
PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","3.000",".",".","100.0","",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","2","3.600","50.0",".","50.0","",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","12","3.452","50.0","8.3","33.3","",".","8.3","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","15","3.459","46.7","6.7","40.0","",".","6.7","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","","82","3.839","63.4","2.4","7.3","",".",".","",".","",".","18.3","",".",".","",".","8.5","",".",".",".","."
"Prof Yr 1","","9","4.000","100.0",".",".","",".",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
"Prof Yr 3","","9","4.000","55.6",".",".","",".",".","",".","",".","44.4","",".",".","",".",".","",".",".",".","."
"Professionals","","18","4.000","77.8",".",".","",".",".","",".","",".","22.2","",".",".","",".",".","",".",".",".","."
"","Dept. Total","115","3.755","63.5","2.6","10.4","",".","0.9","",".","",".","16.5","",".",".","",".","6.1","",".",".",".","."
