"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"812","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"812","081","","29","3.362","24.1","24.1","51.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","30","3.304","16.7","26.7","46.7","3.3",".",".",".",".",".",".",".",".",".",".","3.3","3.3"
"Prin Int Med-Basic Clrkship","Course Total","","71","3.333","16.9","21.1","40.8","1.4",".",".",".",".",".",".",".",".","16.9",".","1.4","1.4"
"903
MSTP Longitudinal Clerkship","001","","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"910","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","046","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","064","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","081","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","8","3.925","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"916","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Palliative Care","Course Total","","17","3.750","64.7","23.5","11.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"918
Hlth Informatics-Med Students","020","","26","3.577","76.9","7.7","7.7",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"919","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","3","***","","","","","","","","","","","","","","","",""
"920","041","","17","3.618","64.7","29.4",".",".",".",".","5.9",".",".",".",".",".",".",".",".","."
"920","042","","21","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","043","","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","044","","18","3.694","44.4","50.0","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","045","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","Course Total","","80","3.738","57.5","40.0","1.3",".",".",".","1.3",".",".",".",".",".",".",".",".","."
"921","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","4","***","","","","","","","","","","","","","","","",""
"930","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","Page 363 of 421",""
