"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","","",""
"930","009","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"930","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Women's Health in Primary Care","Course Total","6","3.929","83.3","16.7","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"933","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"933","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Geriatric Elective","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"935","006","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","008","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"935","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Hematology/Oncology","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"939
Alcohol/Drug Abuse Cl-Mshfd","001","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","005","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","009","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Allergy & Clinical Immunology","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"943","005","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"943","006","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"943","008","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Cardiology Consultation Serv","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"951","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"951","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"951","044","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Ambulatory Cardiology","Course Total","3","***","","","","","","","","","","","","","","","","","","","","","",""
"953","009","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","010","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","011","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","041","3","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Dermatology Clerkship-CSC","Course Total","7","4.000","100.0",".","",".",".","",".","",".","",".","",".","",".",".",".",".",".",".",".","."
"954
Dermatology Clerk-Marshfld","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","003","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","007","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","012","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Endocrinology Clerkship","Course Total","4","***","","","","","","","","","","","","","","","","","","","","","",""
"965","007","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","012","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","042","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"965","043","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gastroenterology Clerkship","Course Total","5","***","","","","","","","","","","","","","","","","","","","","","",""
"970
Gastro/Hepatology-Milwaukee","044","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","009","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"971","011","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
