"SOCIAL WORK","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","",""
"Health Care: Intrdis Appr","105
001","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Field of Social Work","205
001","76","3.362","23.7","44.7","18.4","9.2","2.6","1.3",".",".",".",".",".",".",".",".",".","."
"Introduction-Social Policy","206
001","79","2.823","7.6","22.8","32.9","15.2","13.9","7.6",".",".",".",".",".",".",".",".",".","."
"","400
007","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","008
400","6","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"","400
009","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","400
010","10","3.789","60.0","40.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400
011","16","3.840","68.8","31.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400
012","14","3.958","92.9","7.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400
013","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400
101","9","3.857","55.6","22.2",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"","400
102","10","3.556","20.0","60.0","10.0",".",".",".",".",".",".",".",".",".","10.0",".",".","."
"","400
201","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","400
202","7","3.643","57.1","14.3","28.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Field Pract/Integrat Smr I","Course Total","114","3.871","73.7","19.3","2.6",".",".",".",".",".",".",".",".",".","4.4",".",".","."
"Poverty and Social Welfare","420
001","20","2.875","10.0","45.0","10.0","20.0","5.0",".","10.0",".",".",".",".",".",".",".",".","."
"","440
001","44","3.636","38.6","50.0","11.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","440
002","34","3.939","85.3","11.8",".",".",".",".",".",".",".",".",".",".","2.9",".",".","."
"","440
010","19","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","440
011","28","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","440
020","18","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","440
021","10","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Prac I:Foundatn-Generalst Prac","Course Total","153","3.766","30.1","17.0","3.3",".",".",".",".",".",".",".",".","49.0","0.7",".",".","."
"","441
001","79","3.795","63.3","30.4","5.1",".",".",".",".",".",".",".",".",".","1.3",".",".","."
"","441
010","11","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","441
011","8","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"","441
020","18","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"Prac II: Individls, Fam, Grps","Course Total","116","3.795","43.1","20.7","3.4",".",".",".",".",".",".",".",".","31.9","0.9",".",".","."
"Alcohol & Other Drug Abuse","453
001","128","3.398","39.8","24.2","17.2","13.3","5.5",".",".",".",".",".",".",".",".",".",".","."
"Family Violence","523
001","32","3.371","37.5","43.8","3.1","3.1","3.1",".","6.3",".",".",".",".",".","3.1",".",".","."
"Community Dev - Soc Welfare","575
001","14","3.731","42.9","50.0",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Homelessness: Service Learning","578
001","13","3.308","53.8","30.8",".",".",".","7.7","7.7",".",".",".",".",".",".",".",".","."
"","579
001","9","4.000","77.8",".",".",".",".",".",".","22.2",".",".",".",".",".",".",".","."
"","579
010","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","579
020","8","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Special Topics in Social Work","Course Total","34","3.984","91.2","2.9",".",".",".",".",".","5.9",".",".",".",".",".",".",".","."
"","605
001","35","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","605
010","26","3.846","73.1","23.1","3.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","605
020","10","3.650","50.0","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"The Field of Social Work","Course Total","71","3.789","62.0","35.2","1.4","1.4",".",".",".",".",".",".",".",".",".",".",".","."
"","606
010","29","3.768","58.6","31.0","6.9",".",".",".",".",".",".",".",".",".","3.4",".",".","."
"","606
020","10","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Social Policy","Course Total","39","3.789","61.5","30.8","5.1",".",".",".",".",".",".",".",".",".","2.6",".",".","."
"Social Work with Community","626
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","Page 314 of 421",""
