"","699
298","","9","4.000","100.0",".","",".",".","","",".","",".","",".",".","",".","",".",".","",".","","",".",".",".","."
"","699
299","","3","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Directed Study","Course Total","","19","3.981","94.7","5.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Indiv 4th Yr Clin Clerkship","919
041","","3","***","","","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"OPHTHALM
702","Dept. Total","","22","3.984","95.5","4.5","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","6","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","12","3.969","91.7","8.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","19","3.981","94.7","5.3","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","3","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","3","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","22","3.984","95.5","4.5","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
