"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"PEDIATRICS","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"708
PEDIAT","","","","","","","","","","","","","","","","","","","","","","","",""
"Acting Inpt Internship-Peds","Course Total","19","3.947","89.5","10.5","",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"940","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adolescent Med Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"950","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"950","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"950","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Ped Endocr/DiabetesClrk-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"953","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"953","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Genetics Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"956","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Hematol-Oncology Clerk-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"966","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"966","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Sports Med-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"967
Pediatric Pulmonary Clrk-CSC","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","001","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","070","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","202","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","203","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","204","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"990","205","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","7","4.000","28.6",".","",".",".","",".","",".","",".","57.1","",".",".",".","14.3",".",".",".","."
