"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"100
Intro to Nursing Profession","001","","28","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"105
Health Care: Intrdis Appr","001","","171","3.901","93.0","4.1","0.6","0.6",".","0.6","1.2",".",".",".",".",".",".",".",".","."
"212
Hum Response-Hlth & Illness I","001","","152","3.536","34.2","42.8","19.1","3.9",".",".",".",".",".",".",".",".",".",".",".","."
"219
Clinical Nursing I","001","","151","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"301
Hlth Hist&Patient Assessmnt","001","","151","3.930","87.4","11.3","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"310
Mntl Hlth&Illness:Implcatn/Nur","001","","151","3.947","91.4","7.9",".",".","0.7",".",".",".",".",".",".",".",".",".",".","."
"322
Community Health Nursing","001","","78","3.962","93.6","5.1","1.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"419
Clin III-Com Hlth Nurs Prac","001","","67","3.948","92.5","6.0",".","1.5",".",".",".",".",".",".",".",".",".",".",".","."
"422
Adv Concepts-Nurs Practice","001","","71","3.141","2.8","46.5","33.8","12.7","2.8","1.4",".",".",".",".",".",".",".",".",".","."
"433
Essentials-Gerontol Nursing","001","","150","3.793","68.0","24.0","6.7","1.3",".",".",".",".",".",".",".",".",".",".",".","."
"449
Persons&Family/Complx Needs","001","","69","3.928","85.5","14.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"470","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"470","002","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"470","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"School Nursing and Comm Hlth","Course Total","","5","***","","","","","","","","","","","","","","","",""
"510
Culturally Congruent Practice","001","","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"680
Honors Seminar","001","","26","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"681","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","086","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","8","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"698","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","079","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","011","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","036","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","058","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","21","4.000","95.2",".",".",".",".",".",".",".",".",".",".",".",".",".","4.8","."
"704
Ldrshp in Adv Practc Nursing I","001","","27","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
