"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","",""
"925","008","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"925","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surg Clerk-Marshfield","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"926","044","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"926","045","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Surgery for the Non-Surgeon","Course Total","4","***","","","","","","","","","","","","","","","","","","","","",""
"929","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"929","044","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Pediatric Surgery","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"939
Adt Orth-Fut Orth Clerk-CSC","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","007","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","008","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"940","009","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adt Orth-Non-Orth Clerk-CSC","Course Total","6","",".",".","",".",".","",".","",".","",".","100.0","",".",".",".",".",".",".",".","."
"941","003","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","004","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"941","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Adult Orth & Fractures-VAH","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"948","007","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","008","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","041","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"948","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Otolaryngology Clerk-CSC","Course Total","6","3.900","66.7","33.3","",".",".","",".","",".","",".",".","",".",".",".",".",".",".",".","."
"949","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"949","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Clin Otolaryng Clerk-LaCros","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"954","005","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"954","041","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Periph Vasculr Clrk-CSC/VAH","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"956","002","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"956","008","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Plastc&RecnstrSurgClerk-CSC","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"957","009","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","010","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"957","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Plastic Surgery-Marshfield","Course Total","3","***","","","","","","","","","","","","","","","","","","","","",""
"960","042","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"960","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Transplantation Clerk-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","",""
"961
Burn Surgery Clrkshp (CSC)","006","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"962","043","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","","","","","Page 397 of 421",""
