"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","",""
"SOCIAL & ADMINISTRATIVE PHA Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"732
S&A PHM","","","","","","","","","","","","","","","","","","",""
"Health Care: Intrdis Appr","105
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Role Pharm. Pub. Health Syst","411
001","149","3.638","51.7","30.9","10.7","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"Select Topics-Soc&Adm Phcy","490
001","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Greek & Roman Med & Phcy","561
001","7","4.000","71.4",".",".",".",".",".",".","28.6",".",".",".",".",".",".",".","."
"Prof Decision-Making/Phm Pract","618
001","128","4.000","99.2",".",".",".",".",".",".",".",".",".",".",".","0.8",".",".","."
"Prosem in Social & Admin Pharm","622
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Advanced Independent Study","699
065","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research Seminar in SAS","911
001","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
065","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
079","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
081","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","12","",".",".",".",".",".",".",".","75.0",".",".",".","25.0",".",".",".","."
"S&A PHM
732","Dept. Total","335","3.791","73.1","14.6","4.8","3.0",".",".",".","3.3",".",".",".","0.9","0.3",".",".","."
