"","937
044","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Extramural Elect-Intl Health","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"TRIUMPH II: Milwaukee","953
010","16","",".",".",".",".","",".","",".","",".","100.0",".","",".",".","",".","",".",".",".","."
"TRIUMPH III: Leadership","955
044","15","",".",".",".",".","",".","",".","",".","100.0",".","",".",".","",".","",".",".",".","."
"SR MED
882","Dept. Total","199","3.576","38.2","29.6","13.6","1.0","",".","",".","",".","15.6","",".",".","",".","",".","1.0",".","1.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","4","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Prof Yr 3","","72","3.355","12.5","30.6","31.9","1.4","",".","",".","",".","22.2","",".",".","",".","",".","1.4",".",".","."
"Prof Yr 4","","123","3.760","52.0","29.3","3.3","0.8","",".","",".","",".","12.2","",".",".","",".","",".","0.8",".","1.6","."
"Professionals","","199","3.576","38.2","29.6","13.6","1.0","",".","",".","",".","15.6","",".",".","",".","",".","1.0",".","1.0","."
"","Dept. Total","199","3.576","38.2","29.6","13.6","1.0","",".","",".","",".","15.6","",".",".","",".","",".","1.0",".","1.0","."
