"","920
042","","6","4.000","100.0",".",".",".","",".","",".","",".","",".",".","",".",".","",".","","",".",".",".","."
"","920
043","","1","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"","920
045","","1","***","","","","","","","","","","","","","","",".",".","",".","","",".",".",".","."
"Clin Anesthes Clerkship-CSC","Course Total","","12","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"ANESTHES
148","Dept. Total","","89","3.602","43.8","19.1","36.0","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 2","","","2","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","38","3.382","28.9","21.1","47.4","2.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","47","3.730","55.3","17.0","27.7",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","87","3.592","42.5","19.5","36.8","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","89","3.602","43.8","19.1","36.0","1.1","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
