"SOCIAL WORK","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"896
SOC WORK","","","","","","","","","","","","","","","","","","","",""
"Ethnic and Racial Groups","640
001","","86","3.483","38.4","44.2","11.6","1.2","1.2",".","3.5",".",".",".",".",".",".",".",".","."
"","644
001","","16","3.724","56.3","18.8",".",".","6.3",".",".",".",".",".",".",".","18.8",".",".","."
"","644
030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Issues in Dev. Disabilities","Course Total","","17","3.738","58.8","17.6",".",".","5.9",".",".",".",".",".",".",".","17.6",".",".","."
"","646
001","","10","3.650","40.0","50.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
646","","13","3.766","53.8","23.1","7.7",".",".",".",".",".",".",".",".",".","15.4",".",".","."
"","646
010","","20","3.550","30.0","55.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","646
020","","8","3.313","12.5","50.0","25.0","12.5",".",".",".",".",".",".",".",".",".",".",".","."
"Child Abuse and Neglect","Course Total","","51","3.597","35.3","45.1","11.8","3.9",".",".",".",".",".",".",".",".","3.9",".",".","."
"End-of-Life Pract. Challenges","648
001","","25","3.109","16.0","56.0","12.0","4.0",".","8.0","4.0",".",".",".",".",".",".",".",".","."
"Topics-Contemp Soc Welfare","672
001","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","699
001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","5","***","","","","","","","","","","","","","","","",""
"Human Behavior & Environmnt","711
001","","40","3.713","47.5","50.0",".","2.5",".",".",".",".",".",".",".",".",".",".",".","."
"","712
001","","19","3.368","15.8","47.4","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","712
002","","23","3.587","34.8","47.8","17.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","712
010","","38","3.750","76.3","15.8",".","2.6","2.6","2.6",".",".",".",".",".",".",".",".",".","."
"","020
712","","18","3.806","66.7","27.8","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"Psychopathology in Soc Wrk","Course Total","","98","3.648","53.1","31.6","11.2","2.0","1.0","1.0",".",".",".",".",".",".",".",".",".","."
"","741
001","","12","3.708","50.0","41.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
002","","19","3.658","42.1","47.4","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
010","","22","3.932","86.4","13.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","741
020","","15","3.900","80.0","20.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Interventn-Chldrn, Youth, Fam","Course Total","","68","3.809","66.2","29.4","4.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intrdis Care-Chld/Spec Hlth Nd","746
001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","799
037","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
001","","15","4.000","73.3",".",".",".",".",".",".",".",".",".",".",".","26.7",".",".","."
"","800
002","","16","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","003
800","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
004","","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
800","","14","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"","800
006","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
009","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","800
010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","101
800","","12","3.955","83.3","8.3",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"","102
800","","12","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","800
103","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","104
800","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
