"TERM : 1162","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2015-2016","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"","POPULATION HEALTH SCIENCE Section","#","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"810","POP HLTH","","","","","","","","","","","","","","","","","","","","","","",""
"810","POP HLTH","640
Dept. Total","3.771","55.8","15.3","8.4","",".","0.3","",".","",".","2.8","",".","12.0","",".","0.8","4.2",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"810","POP HLTH","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","2","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
