"TERM : 1162","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2015-2016","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"ONCOLOGY","","Section
#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"700","ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","",""
"700","ONCOLOGY","156
Dept. Total","3.629","42.9","14.1","8.3","5.8","3.2","",".","",".","19.2","",".",".","",".","3.8","",".",".","2.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"700","ONCOLOGY","","","","","","","","","","","","","","","","","","","","","","",""
"","Sophomore","2","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
