"TERM : 1162","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2015-2016","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL PHYSICS","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Research","Course Total","70","",".",".",".",".","",".","",".","",".","52.9","",".",".","",".","38.6",".",".","8.6","."
"MED PHYS
621","Dept. Total","199","3.832","46.2","15.6","2.0",".","",".","",".","",".","19.1","",".",".","",".","13.6","0.5",".","3.0","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","5","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Senior","","25","3.727","52.0","40.0","8.0",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","30","3.770","60.0","33.3","6.7",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","169","3.852","43.8","12.4","1.2",".","",".","",".","",".","22.5","",".",".","",".","16.0","0.6",".","3.6","."
"","Dept. Total","199","3.832","46.2","15.6","2.0",".","",".","",".","",".","19.1","",".",".","",".","13.6","0.5",".","3.0","."
"January 28, 2016","","","","","","","","","","","","","","","","","","","","","","","Page 360 of 421",""
"","* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","","","","","","","",""
"","*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","","","","","","","",""
