"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"PHYSICAL THERAPY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
"Cardiovasc&Pulmonry Treatmt","523
001","","40","3.744","47.5","50.0",".",".",".",".",".",".",".",".",".",".","2.5",".",".","."
"FFdations of PT: Exam and Eval","527
001","","39","3.872","74.4","25.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","539
002","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"PT Educ&Lifespan Learning Iss","Course Total","","39","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Culture&Diversity in Hlth Care","541
001","","40","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clin: Tissue Mech & Adaptatns","627
001","","39","3.500","23.1","53.8","23.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Motor Control Dysfunction I","635
001","","40","3.718","45.0","50.0","2.5",".",".",".",".",".",".",".",".",".","2.5",".",".","."
"Current Issues-Rehabilitatn","641
001","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Medicine I","664
001","","39","3.526","23.1","59.0","17.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"Musculoskeletal Dysfunction I","676
001","","40","3.603","22.5","72.5","2.5",".",".",".",".",".",".",".",".",".","2.5",".",".","."
"Clinical Internship III","702
001","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Clinical Internship IV","703
001","","40","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","799
035","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799
036","","8","4.000","87.5",".",".",".",".",".",".",".",".",".",".",".",".",".","12.5","."
"","799
039","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Independent Study","Course Total","","17","4.000","94.1",".",".",".",".",".",".",".",".",".",".",".",".",".","5.9","."
"PHY THER
745","Dept. Total","","453","3.688","41.5","27.2","4.0",".",".",".",".",".",".","26.5",".",".","0.7",".","0.2","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"745
PHY THER","","","","","","","","","","","","","","","","","","","",""
