"TERM : 1162","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2015-2016","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","","","",""
"","MOLECULAR & ENVIRONMENTA Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"362","M&ENVTOX","","","","","","","","","","","","","","","","","","","","","","","",""
"362","M&ENVTOX","137
Dept. Total","3.656","33.6","6.6","5.1","1.5","",".","",".","",".","50.4","",".",".","",".","2.9","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"362","M&ENVTOX","","","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","3","***","","","","","","","","","","","","","",".","",".",".","",".",".",".","."
