"MED","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"MEDICINE
632","Dept. Total","564","3.774","53.9","12.6","3.9","0.2","",".","",".","",".","26.6","",".",".","",".","0.4","0.2","0.2","1.2","0.9"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","14","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","52","4.000","98.1",".",".",".","",".","",".","",".",".","",".",".","",".",".",".","1.9",".","."
"Senior","","63","3.987","98.4",".","1.6",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","129","3.994","98.4",".","0.8",".","",".","",".","",".",".","",".",".","",".",".",".","0.8",".","."
"Special","","2","***","","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","32","4.000","34.4",".",".",".","",".","",".","",".","50.0","",".",".","",".","6.3",".",".","9.4","."
"Prof Yr 1","","13","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Prof Yr 2","","6","3.800","66.7","16.7",".",".","",".","",".","",".",".","",".",".","",".",".",".",".","16.7","."
"Prof Yr 3","","64","3.594","46.9","20.3","20.3","1.6","",".","",".","",".","1.6","",".",".","",".",".","1.6",".",".","7.8"
"Prof Yr 4","","318","3.756","37.4","17.9","2.5",".","",".","",".","",".","41.2","",".",".","",".",".",".",".","0.9","."
"Professionals","","401","3.695","41.4","17.7","5.2","0.2","",".","",".","",".","32.9","",".",".","",".",".","0.2",".","1.0","1.2"
"","Dept. Total","564","3.774","53.9","12.6","3.9","0.2","",".","",".","",".","26.6","",".",".","",".","0.4","0.2","0.2","1.2","0.9"
