"TERM : 1174","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2016-2017","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHARMACOLOGY","","Section
#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"724","PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"724","PHMCOL-M","78
Dept. Total","3.773","53.8","6.4","6.4","",".","",".","",".","",".","30.8","",".",".","",".","2.6","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"724","PHMCOL-M","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Senior","10","3.950","90.0","10.0",".","",".","",".","",".","",".",".","",".",".","",".",".","",".",".",".","."
