"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Safety & Quality-Med Use Sys","608
001","123","3.809","67.5","26.8","5.7",".","","",".",".","","",".",".",".","",".",".","",".","",".","",".",".","."
"Substnc Abuse&Chem Dependnc","640
001","73","3.718","54.8","30.1","12.3",".","","",".",".","",".","","2.7",".","",".",".","",".","",".","",".",".","."
"PHARMACY
726","Dept. Total","196","3.784","62.8","28.1","8.2","",".","",".","",".","",".","1.0","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"726
PHARMACY","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","5","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Undergraduates","","5","***","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Prof Yr 2","","30","3.607","36.7","46.7","16.7","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","161","3.803","66.5","25.5","6.8","",".","",".","",".","",".","1.2","",".",".","",".","",".","",".",".",".","."
"Professionals","","191","3.779","61.8","28.8","8.4","",".","",".","",".","",".","1.0","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","196","3.784","62.8","28.1","8.2","",".","",".","",".","",".","1.0","",".",".","",".","",".","",".",".",".","."
