"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"699","260","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","262","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","265","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","266","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","267","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","269","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","270","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","140","3.994","97.9",".","0.7",".",".",".",".","0.7",".",".",".",".",".","0.7",".","."
"701
Cell Signals and Human Disease","001","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"710
Improv for Scientists","001","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"812","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"812","081","","27","3.583","44.4","14.8","29.6",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"812","082","","28","3.558","35.7","32.1","25.0",".",".",".",".",".",".",".",".",".",".",".",".","7.1"
"Prin Int Med-Basic Clrkship","Course Total","","58","3.554","37.9","22.4","27.6","1.7",".",".",".",".",".",".",".",".","1.7",".",".","8.6"
"910","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","062","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","2","***","","","","","","","","","","","","","","","",""
"915
Clinical Therapeutics","081","","126","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"916","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"916","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","005","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"916","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"916","008","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Palliative Care","Course Total","","16","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"917
Rsch-Tobacco Preventn&Cessatn","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"918
Hlth Informatics-Med Students","001","","14","3.950","64.3","7.1",".",".",".",".",".",".",".",".",".",".",".",".","28.6","."
"919","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"919","007","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"919","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","9","3.875","33.3","11.1",".",".",".",".",".","55.6",".",".",".",".",".",".",".","."
"921","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","5","***","","","","","","","","","","","","","","","",""
"930","006","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
