"","699
011","","6","4.000","100.0",".","","",".",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","699
012","","4","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Neurosurg-Directed Study","Course Total","","41","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Individualized 4th Yr Clerk","919
043","","1","***","","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"NEURSURG
678","Dept. Total","","42","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"678
NEURSURG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","***","","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","11","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","26","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","41","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","***","","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","1","***","","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","42","4.000","100.0","",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
