"TERM : 1174","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar",""
"Spring 2016-2017","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","",""
"OCCUPATIONAL THER (DEPT-KI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"695
OCC THER","","","","","","","","","","","","","","","","",""
"OTD Capstone","881
001
3","***","","","","","","","","","",".",".",".",".",".",".   
."
"OCC THER
695","3
Dept. Total","***","","","","","","","","","",".",".","100.0",".",".",".  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR
Other"
"","Grades","GPA","","","","","","","","","","","","","","",""
"695
OCC THER","","","","","","","","","","","","","","","","",""
"Graduate","3","***","","","","","","","","","",".",".","100.0",".",".",".  
."
"","Dept. Total
3","***","","","","","","","","","",".",".","100.0",".",".",".  
."
"June 30, 2017","","","","","","","","","","","","","","","","","Page 372 of 422"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for groups of five or fewer students have been redacted.","","","","","","","","","","","","","","","","",""
