"TERM : 1174","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2016-2017","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","",""
"","MANAGEMENT AND HUMAN RES Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236","M H R","","","","","","","","","","","","","","","","","","","","",""
"236","M H R","1676
Dept. Total","3.585","43.7","36.9","13.1","4.5","1.0","0.2","",".","0.3","",".",".","",".","0.2","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"236","M H R","","","","","","","","","","","","","","","","","","","","",""
"","Freshmen","5","***","","","","","","","","","","","",".","",".",".",".",".",".","."
