"920","006
1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","008
1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"920","010
1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Rehabilitatn Med Clerk-CSC","Course Total
4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"RHAB MED
840","10
Dept. Total","4.000","90.0","",".","",".","",".","",".","",".","",".","",".","",".",".",".",".",".",".","10.0","."
"Summary by Level","#","Ave","A","AB","","B","","BC","","C","","D","","F","","S","","U","","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"840
RHAB MED","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","2","***","","","","","","","","","","","","","","","","","",".",".",".",".",".","50.0","."
"Senior","3","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Undergraduates","5","***","","","","","","","","","","","","","","","","","",".",".",".",".",".","20.0","."
"Graduate","1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","3","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Professionals","4","***","","","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
10","4.000","90.0","",".","",".","",".","",".","",".","",".","",".","",".",".",".",".",".",".","10.0","."
