"TERM : 1174","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2016-2017","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RADIOLOGY","","Section
#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832","RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"832","RADIOL","108
Dept. Total","3.541","39.8","28.7","30.6","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"832","RADIOL","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Junior","3","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
