"","919
003","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
005","","2","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
006","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALM
702","Dept. Total","","20","3.978","95.0","5.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","6","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","7","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","15","4.000","100.0",".","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","5","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","","","5","***","","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","20","3.978","95.0","5.0","",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
