"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"682","081","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"682","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"698","022","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","027","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","099","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","3","***","","","","","","","","","","","","","","","",""
"699","011","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","054","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","078","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","083","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","094","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","16","4.000","93.8",".",".",".",".",".",".",".",".",".",".",".","6.3",".",".","."
"702
Hlth Promo&Disease Prevention","001","","20","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"703
Hlth Care & Public Policy-US","001","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"727","020","","25","3.280","20.0","40.0","16.0","24.0",".",".",".",".",".",".",".",".",".",".",".","."
"727","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"727","060","","7","3.643","42.9","42.9","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Foundations APN Clin Pract II","Course Total","","36","3.431","33.3","36.1","13.9","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"729","010","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"729","020","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"729","021","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"729","022","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"729","040","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"729","060","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"729","061","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"729","070","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"APN Clin Appl & Role Dev II","Course Total","","34","3.985","97.1","2.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Spec Hlth Nd","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"761
Health Prgm Planning, Eval, QI","001","","30","3.983","96.7","3.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"785
Found of Curr Dev&Eval-Nurs Ed","001","","13","3.654","69.2","15.4",".","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"786
Found of Teach&Learn in Nursng","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"802
Ethics & Conduct of Research","001","","17","3.941","94.1",".","5.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"803
Adv Quant Design & Methods","001","","7","3.929","85.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"806
Eval & App Evidence-Based Prac","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"829
Clinical Leadership IV","001","","29","3.931","93.1",".","6.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"881
Capstone Smr in Prevention Sci","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"906
Scholarly Project","001","","32","",".",".",".",".",".",".",".","96.9",".",".",".",".","3.1",".",".","."
"990","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
