"Burn Surgery Clrkshp (CSC)","961
043","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","962
042","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","962
043","1","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Critical Care Surgery-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","","",""
"SURGERY
936","Dept. Total","138","3.774","72.5","7.2","8.0","",".","",".","",".","",".","6.5","",".",".","",".","",".","2.2",".","3.6","."
"Summary by Level","","#","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","5","***","","","","","","","","","","","","","","",".","",".","",".",".",".","40.0","."
"Junior","","18","3.974","88.9","5.6",".","",".","",".","",".","",".",".","",".",".","",".","",".",".",".","5.6","."
"Senior","","42","4.000","95.2",".",".","",".","",".","",".","",".",".","",".",".","",".","",".",".",".","4.8","."
"Undergraduates","","65","3.994","90.8","1.5",".","",".","",".","",".","",".",".","",".",".","",".","",".",".",".","7.7","."
"Prof Yr 3","","33","3.557","45.5","12.1","33.3","",".","",".","",".","",".",".","",".",".","",".","",".","9.1",".",".","."
"Prof Yr 4","","40","3.942","65.0","12.5",".","",".","",".","",".","",".","22.5","",".",".","",".","",".",".",".",".","."
"Professionals","","73","3.662","56.2","12.3","15.1","",".","",".","",".","",".","12.3","",".",".","",".","",".","4.1",".",".","."
"","Dept. Total","138","3.774","72.5","7.2","8.0","",".","",".","",".","",".","6.5","",".",".","",".","",".","2.2",".","3.6","."
