"","759
001","15","3.821","66.7","20.0","6.7",".",".",".","",".","",".","",".","",".",".","",".","",".",".","6.7","."
"","759
002","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Phys Asst Precptrshp: Emrg Med","Course Total","17","3.750","64.7","17.6","5.9","5.9",".","",".","",".","",".","",".",".","",".","",".",".",".","5.9","."
"Phy Asst Preceptorship:Electve","769
001","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"PHY ASST
750","Dept. Total","349","3.658","33.8","34.4","10.9","2.6","0.3","",".","",".","",".","",".","16.3","",".","",".","0.3",".","1.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"750
PHY ASST","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","20","3.553","45.0","25.0","15.0","10.0",".","",".","",".","",".","",".",".","",".","",".",".",".","5.0","."
"Undergraduates","","20","3.553","45.0","25.0","15.0","10.0",".","",".","",".","",".","",".",".","",".","",".",".",".","5.0","."
"Prof Yr 1","","250","3.488","27.2","41.6","14.0","2.8","0.4","",".","",".","",".","",".","13.2","",".","",".","0.4",".","0.4","."
"Prof Yr 2","","79","3.893","51.9","13.9",".",".",".","",".","",".","",".","",".","30.4","",".","",".",".",".","3.8","."
"Professionals","","329","3.677","33.1","35.0","10.6","2.1","0.3","",".","",".","",".","",".","17.3","",".","",".","0.3",".","1.2","."
"","Dept. Total","349","3.658","33.8","34.4","10.9","2.6","0.3","",".","",".","",".","",".","16.3","",".","",".","0.3",".","1.4","."
"February 03, 2012","","","","","","","","","","","","","","","","","","","","","","","","Page 371 of 410",""
