"MEDICINE","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"632
MEDICINE","","","","","","","","","","","","","","","","","","","",""
"919","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","17","3.853","58.8","23.5",".",".",".",".",".",".",".",".",".",".",".",".","17.6","."
"920","041","","18","3.917","88.9","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"920","042","","18","3.853","72.2","16.7","5.6",".",".",".",".",".",".",".",".",".",".",".",".","5.6"
"920","043","","17","3.875","70.6","23.5",".",".",".",".",".",".",".",".",".",".",".",".",".","5.9"
"920","044","","14","3.885","71.4","21.4",".",".",".",".",".",".",".",".",".",".",".",".","7.1","."
"920","046","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Req 4th Yr Med Subintrnshp","Course Total","","72","3.882","75.0","16.7","2.8",".",".",".",".",".",".",".",".",".",".",".","1.4","4.2"
"921","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulat Med Clerk-Stdt Hlth","Course Total","","4","***","","","","","","","","","","","","","","","",""
"930","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"930","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Women's Health in Primary Care","Course Total","","2","***","","","","","","","","","","","","","","","",""
"931
Geriatric Med-Milwaukee","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"933
Geriat Subinternshp-CSC/VAH","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"935
Medical Oncology-Marshfield","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"936
Medical Oncology Clinics","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","007","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"940","009","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"940","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"940","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Allergy&ClinImmun Clerk-CSC","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"943","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"943","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"943","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Cardiol Consult Serv-CSC","Course Total","","13","3.615","38.5","46.2","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"951","043","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"951","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Ambulatory Cardiology","Course Total","","2","***","","","","","","","","","","","","","","","",""
"953","005","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","012","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"953","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
