"NURSING","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"692
NURSING","","","","","","","","","","","","","","","","","","","",""
"Clin Precptrshp-Nurse Prac II","Course Total","","31","3.888","80.6","16.1","3.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"615
Clin Precptrshp-Nurse Prac III","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"616
Clin Precptrshp-Nurse Prac IV","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"680","001","","18","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"680","002","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Honors Seminar","Course Total","","20","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"681","006","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"681","014","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","022","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"681","053","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","078","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","16","",".",".",".",".",".",".",".",".",".",".",".","100.0",".",".",".","."
"698","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698","090","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","4","***","","","","","","","","","","","","","","","",""
"699","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","049","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study in Nursing","Course Total","","4","***","","","","","","","","","","","","","","","",""
"704
Ldrshp in Adv Practc Nursing I","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"706
Nursing Research","001","","6","3.667","66.7","16.7",".","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"707
Leadership-Adv Practice Nurses","001","","8","3.813","62.5","37.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"716","010","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"716","020","","15","3.733","46.7","53.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"716","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"716","050","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Preventn&Mgmt-Hlth Probs II","Course Total","","29","3.810","62.1","37.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"719
Indep Field Stdy-Clinic Nsg","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"722
Adv Prac Nursing Thry: Adults","001","","7","3.714","71.4","14.3",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"741
Adv Prac Nrsg Thry-Famly&Child","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"746
Intrdis Care-Chld/Chron Illnss","001","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"747","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"747","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum-A Functional Area","Course Total","","5","***","","","","","","","","","","","","","","","",""
"751
Adv Prac Nrsg Thry-Psychiatric","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"772
Leadership&Org Decision-Making","001","","9","3.750","44.4","44.4",".",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"798","018","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"798","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
