"TERM : 1122","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Fall 2011-2012","","","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"SENIOR MEDICAL PROGRAM","Section","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"SR MED
882","Dept. Total","242","3.586","51.2","24.4","19.4","1.7","",".","",".","0.4","",".","",".",".","",".","",".","0.8",".","1.2","0.8"
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"882
SR MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"Special","","1","4.000","100.0",".",".",".","",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","91","3.444","28.6","33.0","33.0","2.2","",".","",".",".","",".","",".",".","",".","",".","1.1",".","1.1","1.1"
"Prof Yr 4","","150","3.703","64.7","19.3","11.3","1.3","",".","",".","0.7","",".","",".",".","",".","",".","0.7",".","1.3","0.7"
"Professionals","","241","3.584","51.0","24.5","19.5","1.7","",".","",".","0.4","",".","",".",".","",".","",".","0.8",".","1.2","0.8"
"","Dept. Total","242","3.586","51.2","24.4","19.4","1.7","",".","",".","0.4","",".","",".",".","",".","",".","0.8",".","1.2","0.8"
