"","920
006","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
042","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","920
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Clin Anesthes Clerkship-CSC","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","","",""
"ANESTHES
148","Dept. Total","","53","3.683","41.5","35.8","13.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","9.4","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"148
ANESTHES","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Prof Yr 2","","","1","3.000",".",".","100.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","29","3.654","37.9","41.4","10.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","10.3","."
"Prof Yr 4","","","23","3.740","47.8","30.4","13.0",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","8.7","."
"Professionals","","","53","3.683","41.5","35.8","13.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","9.4","."
"","Dept. Total","","53","3.683","41.5","35.8","13.2",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","9.4","."
