"Indep Rdg & Rsch-4th Yr Med","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","919
041","","2","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","919
042","","2","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Indiv 4th Yr Clin Clerkship","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALM
702","Dept. Total","","15","4.000","93.3","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","6.7","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","1","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","5","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","8","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","1","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","6","4.000","83.3","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","16.7","."
"Professionals","","","7","4.000","85.7","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","14.3","."
"","Dept. Total","","15","4.000","93.3","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","6.7","."
