"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","","","","","","",""
"HUMAN ONCOLOGY","Section","#","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","",""
"699","015","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","022","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","150","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","156","2","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"699","157","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Ind Stdy-Hum Cancer Bio","Course Total","6","4.000","83.3","",".","",".",".","",".","",".","",".","",".",".",".",".",".",".",".","16.7","."
"910
Indep Rdg & Rsch-4th Yr Med","046","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"919
Individualized 4th Yr Clerk","010","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","002","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"922","041","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Radiation Oncology-CSC","Course Total","2","***","","","","","","","","","","","","","","","","","","","","","",""
"990
Rsch in Human Cancer Bio","022","1","***","","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"H ONCOL
480","Dept. Total","11","4.000","81.8","",".","",".",".","",".","",".","",".","",".",".",".",".","9.1",".",".","9.1","."
