"HISTORY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","",""
"681","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","073","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","19","",".",".",".",".",".",".",".",".",".",".",".","78.9",".",".","21.1","."
"682","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","066","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"690
Thesis Colloquium","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"691","020","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"691","068","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","Course Total","","3","***","","","","","","","","","","","","","","","",""
"692
Senior Thesis","039","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"698
Directed Study","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","017","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","073","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","090","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","","9","3.842","77.8",".","11.1",".",".",".",".",".",".",".",".",".","11.1",".",".","."
"701
History in Global Perspective","001","","24","",".",".",".",".",".",".",".",".",".","95.8",".",".",".",".",".","."
"730
Prosem-Latin Amer History","001","","11","3.900","72.7","18.2",".",".",".",".",".",".",".",".",".",".","9.1",".",".","."
"753","001","","8","3.625","37.5","50.0","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"753","002","","6","3.750","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Smr-Comparative World Hist","Course Total","","14","3.679","50.0","35.7","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"805
Seminar-Medieval History","001","","7","4.000","42.9",".",".",".",".",".",".",".",".",".",".",".","57.1",".",".","."
"837
Smr: Mod Britain & Ireland","001","","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"849
Smr-Hist Imp Russia, 1649-1917","001","","6","4.000","50.0",".",".",".",".",".",".",".",".",".",".",".","50.0",".",".","."
"855
Smr-Modern Japanese History","001","","9","3.558","33.3","44.4","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"858
Smr-Prob of Islamic History","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"861","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"861","002","","7","4.000","71.4",".",".",".",".",".",".","14.3",".",".",".",".","14.3",".",".","."
"Seminar-History of Africa","Course Total","","13","4.000","84.6",".",".",".",".",".",".","7.7",".",".",".",".","7.7",".",".","."
"891
Prosem-Mod European History","001","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"900
Intro-Hist for U.S. Historians","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"901
Studies in American History","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"906
Prosem-History of Education","001","","9","3.942","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919
Smr-Hist of Mass Communication","001","","6","3.667","50.0","33.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"929
Labor & Working Class Hist-US","001","","13","4.000","76.9",".",".",".",".",".",".",".",".",".",".",".","23.1",".",".","."
"951
Smr-Intel History of Amer","001","","14","3.700","28.6","42.9",".",".",".",".",".",".",".",".",".",".","28.6",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","","Page 227 of 410",""
