"SURGERY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"699","053","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"699","116","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","118","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","141","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","143","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","144","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","148","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","149","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","150","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","153","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","155","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","156","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","157","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","159","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","160","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","161","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","162","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","163","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","164","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","37","4.000","91.9",".",".",".",".",".",".",".",".",".",".",".",".",".","8.1","."
"812","081","","27","3.407","18.5","44.4","37.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"812","082","","28","3.346","14.3","35.7","42.9",".",".",".",".",".",".",".",".",".",".",".","7.1","."
"812","083","","25","3.320","28.0","8.0","64.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Third Year Surgery","Course Total","","80","3.359","20.0","30.0","47.5",".",".",".",".",".",".",".",".",".",".",".","2.5","."
"910","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","010","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","042","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","046","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","3","***","","","","","","","","","","","","","","","",""
"920","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","041","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"920","042","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"920","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"920","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Gen Surgery Clerkship-CSC","Course Total","","8","3.933","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"921","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"921","005","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"921","006","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"921","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"February 03, 2012","","","","","","","","","","","","","","","","","","","Page 385 of 410",""
