"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","",""
"CLINICAL LABORATORY SCIEN","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"628
CLNLABSC","","","","","","","","","","","","","","","","","","",""
"Basic Cytology & Lab Procudure","410
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Chemistry I","525
001","21","3.262","14.3","33.3","47.6",".","4.8",".",".",".",".",".",".",".",".",".",".","."
"The Female Reproductive System","540
001","6","3.250",".","66.7","16.7","16.7",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Practice I","541
001","6","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Respiratory System","543
001","6","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"The Genitourinary System","545
001","6","3.417","16.7","50.0","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Clinical Immunohematology","550
001","23","3.239","17.4","26.1","47.8","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"Clin Immunol & Applied Tech","560
001","20","2.825",".","15.0","50.0","20.0","15.0",".",".",".",".",".",".",".",".",".",".","."
"","575
001","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","575
003","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Clinical Lab Science Practicum","Course Total","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Management Seminar","620
001","23","3.957","95.7",".","4.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"CLNLABSC
628","Dept. Total","128","3.330","40.6","21.9","28.9","4.7","3.9",".",".",".",".",".",".",".",".",".",".","."
