"SURGERY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"936
SURGERY","","","","","","","","","","","","","","","","","","","",""
"699","050","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","051","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","102","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","113","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","114","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"699","127","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","131","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","140","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","141","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","143","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","144","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","146","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","148","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","151","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","152","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","153","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"699","156","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","157","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","158","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"699","159","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","165","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","170","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","171","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","172","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","175","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","","49","3.931","83.7","6.1","2.0",".",".",".",".",".",".",".",".",".",".",".","8.2","."
"812
Third Year Surgery","044","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","041","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"910","043","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"910","045","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Indep Rdg & Rsch-4th Yr Med","Course Total","","5","***","","","","","","","","","","","","","","","",""
"919","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"919","003","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","004","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"919","007","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","008","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","009","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"919","041","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","042","","13","3.923","92.3",".","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"919","043","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"919","044","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Individualized 4th Yr Clerk","Course Total","","47","3.890","80.9","17.0","2.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"921","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
