"","922
007","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","922
044","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","922
046","","2","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Radiation Oncology-CSC","Course Total","","5","***","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H ONCOL
480","Dept. Total","","19","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"480
H ONCOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","3","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","4","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","5","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","12","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","","2","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","","5","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","","7","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","19","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
