"MED","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"OPHTHALMOLOGY AND VISUAL  Section","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"699
001","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"699
078","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"699
290","","1","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"699
298","","6","4.000","100.0",".","","",".",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"699
299","","3","***","","","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Course Total
Directed Study","","12","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"OPHTHALM
Dept. Total
702","","12","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","","Ave","A","AB","","B","","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","","",""
"702
OPHTHALM","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","3","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","7","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","12","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Dept. Total","","12","4.000","100.0","",".","",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
