"TERM : 1134","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2012-2013","","","","","","","","","","","","","","","","","","","","","Institutional Reporting","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","",""
"URBAN AND REGIONAL PLANNI","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"URB R PL
944","Dept. Total","239","3.776","64.9","20.5","8.4","2.1","0.4","",".","",".","1.3","",".",".","",".","0.8","1.3",".",".","0.4"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"944
URB R PL","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","1","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","2","3.000",".",".","100.0",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","14","3.696","64.3","21.4","7.1","7.1",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","36","3.778","61.1","22.2","11.1","2.8",".","",".","",".",".","",".",".","",".",".",".",".",".","2.8"
"Undergraduates","","53","3.731","60.4","20.8","13.2","3.8",".","",".","",".",".","",".",".","",".",".",".",".",".","1.9"
"Special","","4","4.000","100.0",".",".",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Graduate","","181","3.786","65.7","21.0","7.2","1.7","0.6","",".","",".","1.7","",".",".","",".","1.1","1.1",".",".","."
"Prof Yr 4","","1","",".",".",".",".",".","",".","",".",".","",".",".","",".",".","100.0",".",".","."
"Professionals","","1","",".",".",".",".",".","",".","",".",".","",".",".","",".",".","100.0",".",".","."
"","Dept. Total","239","3.776","64.9","20.5","8.4","2.1","0.4","",".","",".","1.3","",".",".","",".","0.8","1.3",".",".","0.4"
