"Clrkshp Family Med-EauClaire","922
043","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","933
003","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","933
004","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Sports Medicine","Course Total","","2","***","","","","","","","","","","","","","","","","","","","","","","","",""
"FAM MED
370","Dept. Total","","59","3.630","11.9","",".","5.1",".","",".","",".","",".","28.8","",".","50.8","",".","",".","",".",".","3.4","."
"Summary by Level","","#","","Ave","A","AB","","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"370
FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Senior","","","3","4.000","100.0","",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","3","4.000","100.0","",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Special","","","2","4.000","50.0","",".",".",".","",".","",".","",".",".","",".",".","",".","",".","",".",".","50.0","."
"Prof Yr 1","","","32","",".","",".",".",".","",".","",".","",".","34.4","",".","65.6","",".","",".","",".",".",".","."
"Prof Yr 2","","","10","",".","",".",".",".","",".","",".","",".","40.0","",".","50.0","",".","",".","",".",".","10.0","."
"Prof Yr 3","","","1","",".","",".",".",".","",".","",".","",".",".","",".","100.0","",".","",".","",".",".",".","."
"Prof Yr 4","","","11","3.500","27.3","",".","27.3",".","",".","",".","",".","18.2","",".","27.3","",".","",".","",".",".",".","."
"Professionals","","","54","3.500","5.6","",".","5.6",".","",".","",".","",".","31.5","",".","55.6","",".","",".","",".",".","1.9","."
"","Dept. Total","","59","3.630","11.9","",".","5.1",".","",".","",".","",".","28.8","",".","50.8","",".","",".","",".",".","3.4","."
